,Correlation,Adj. P-val,Name,Interacting Cell Type Pathway 1,Interacting Cell Type Pathway 2
335,0.2879963681686276,5.2551510283044366e-11,send ANGPT receive SELL,"EoBaso prog, Mono prog, small preB, NK cells, B cell, Neutro prog, Dendritic cells, GranMono prog, GMP, CMP, lin, Neutrophils, large preB, CLP, T cells, LMPPs, Monocytes","ECArteriolar, ECArteriar, ECSinusoidal"
377,0.2892291640007137,4.313720293293846e-11,send CD52 receive IL7,MSPCAdipo,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP"
376,0.29173165226229414,2.880943684989757e-11,receive CSF receive CCL,"B cell, Neutrophils, Monocytes","MSPCAdipo, Smoothmuscle, MSPCOsteo, Pericytes"
374,0.2923997672246829,2.584857075071786e-11,receive ANGPTL receive IL7,"MSPCAdipo, Osteoblasts, MSPCOsteo, MEP","MSPCAdipo, ECSinusoidal"
379,0.2964718269335697,1.3264981665704188e-11,receive IL7 send LCK,MSPCAdipo,T cells
381,0.30348174809603856,4.1030210509845895e-12,send PARs send VISTA,"Mk prog, EryMk prog, Ery prog, MEP, Schwanncells","ECArteriolar, Schwanncells, Myofibroblasts, ECSinusoidal"
332,0.3035464632696686,4.058212177037646e-12,send GALECTIN send TGFb,"Neutrophils, LMPPs, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, CLP, Monocytes, Mono prog, B cell, small preB, Ery prog, GMP, CMP, Osteoblasts, T cells","Osteoblasts, Osteo, Fibroblasts"
382,0.3036961743609667,3.956377225551972e-12,send ANGPT send CD34,ECSinusoidal,"ECArteriolar, ECArteriar, ECSinusoidal"
380,0.30672598100569537,2.3581379758069372e-12,receive CXCL send MIF,"MSPCAdipo, Chondrocytes, Osteo, Fibroblasts, ECArteriar, ECArteriolar, Osteoblasts, MSPCOsteo, ECSinusoidal, Pericytes",HSC
385,0.3126132190457112,8.480454341890189e-13,send LAIR1 send PARs,Monocytes,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
386,0.3152511873214386,5.323216051033782e-13,send SEMA4 send VISTA,Schwanncells,"MSPCAdipo, MSPCOsteo"
368,0.31563528865242824,4.97231361193842e-13,receive MIF receive SPP1,"Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, MEP, GranMono prog, HSC, lin, MPP, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, MEP, GranMono prog, HSC, lin, MPP, proB, large preB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells"
388,0.3161328035085539,4.551293304719777e-13,send COMPLEMENT send VISTA,"Neutrophils, Monocytes",Schwanncells
378,0.31780014999945727,3.3794024926618035e-13,send CXCL receive VCAM,"EoBaso prog, Neutro prog, NK cells, Erythroblasts, Dendritic cells, Ery prog, GranMono prog, HSC, CLP, T cells, Monocytes","NK cells, Dendritic cells"
387,0.31809430425283153,3.205869098832456e-13,receive IL7 receive PTN,"Schwanncells, Osteoblasts, Osteo",MSPCAdipo
373,0.3181611369874585,3.1676752968685044e-13,receive MIF receive SELE,"Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, MEP, GranMono prog, HSC, lin, MPP, proB, large preB, CLP, Monocytes, MSPCAdipo, Mono prog, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","ECArteriolar, Chondrocytes, ECArteriar, ECSinusoidal"
390,0.32015738975952485,2.2113950409195954e-13,send GRN send VISTA,Schwanncells,Schwanncells
391,0.3227414702712009,1.3832557271005884e-13,receive IL2 receive IL7,MSPCAdipo,MSPCAdipo
393,0.32745039086845773,5.814760315116041e-14,send CD52 send MHC-II,"proB, Neutro prog, Dendritic cells, small preB","B cell, Dendritic cells, CLP"
384,0.32994048274806453,3.6546715691822536e-14,send MHC-II send MHC-I,"T cells, NK cells",Dendritic cells
392,0.33007173692532477,3.565875928509474e-14,send MIF receive SPP1,"MSPCAdipo, small preB, NK cells, Osteo, Fibroblasts, Dendritic cells, B cell, Chondrocytes, Neutrophils, Osteoblasts, T cells, MSPCOsteo, Monocytes",HSC
394,0.33264292440967,2.1972051729056827e-14,send MIF receive SELE,ECSinusoidal,HSC
395,0.33388048608332793,1.737577535879033e-14,send CD52 send PSAP,"small preB, Neutro prog, B cell, Dendritic cells, proB, CLP",Schwanncells
383,0.335661378864573,1.2372541730226032e-14,receive LAMININ receive MIF,"Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Neutro prog, Dendritic cells, EryMk prog, MEP, GranMono prog, HSC, lin, MPP, proB, large preB, CLP, Monocytes, MSPCAdipo, Mono prog, B cell, Erythroblasts, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","Osteo, Mk prog, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, NK cells, Dendritic cells, EryMk prog, MEP, GranMono prog, HSC, lin, MPP, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts"
389,0.3366586630584177,1.0219976747154873e-14,send ANGPT receive CD34,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs","ECArteriolar, ECArteriar, ECSinusoidal"
396,0.3406030793509915,4.766248723953053e-15,send CXCL send VCAM,"NK cells, Dendritic cells",HSC
397,0.3433681910759672,2.774053550142587e-15,receive IL7 receive TENASCIN,"MSPCAdipo, Osteoblasts, Osteo, MSPCOsteo","MSPCAdipo, Fibroblasts"
398,0.3483253737656384,1.0370708840676872e-15,receive LAMININ send MIF,"MSPCAdipo, NK cells, Osteo, Fibroblasts, Osteoblasts, Smoothmuscle, MSPCOsteo, Pericytes",HSC
12,0.3485696464667874,9.875415292287705e-16,send PARs receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, Neutrophils, T cells, large preB, CLP, LMPPs, Monocytes","Mk prog, Ery prog, EryMk prog, MEP, HSC, Myofibroblasts, ECArteriolar, ECSinusoidal"
399,0.35181547655899015,5.13314276572252e-16,receive IL7 receive THBS,"MSPCAdipo, Osteo, Neutrophils, Osteoblasts, Smoothmuscle, MSPCOsteo","MSPCAdipo, Chondrocytes, Fibroblasts"
193,0.3530641571260862,3.9827493813545025e-16,send CCL receive SELL,"EoBaso prog, Mono prog, small preB, Neutro prog, B cell, NK cells, Dendritic cells, GranMono prog, CMP, lin, Neutrophils, T cells, large preB, CLP, LMPPs, Monocytes","Neutrophils, Monocytes"
401,0.3550934958291258,2.6305118072391235e-16,send MHC-II send PSAP,Dendritic cells,Schwanncells
400,0.3849169458921967,4.160921032021566e-19,send CD34 send CCL,"Neutrophils, Monocytes",ECSinusoidal
403,0.4077126832898179,1.8863464974132167e-21,send CD34 send PARs,"Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECSinusoidal","ECArteriolar, ECSinusoidal"
402,0.47707061132288353,8.671901240619113e-30,receive APP send MHC-II,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts",Dendritic cells
284,0.48288408660277293,1.4074310633640456e-30,receive APP receive MIF,"Mk prog, Osteo, Neutrophils, LMPPs, Smoothmuscle, MSPCOsteo, Pericytes, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, HSC, lin, large preB, proB, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, small preB, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts, T cells","Osteo, Mk prog, Neutrophils, Smoothmuscle, LMPPs, MSPCOsteo, Pericytes, EoBaso prog, Neutro prog, NK cells, EryMk prog, MEP, GranMono prog, Dendritic cells, MPP, lin, HSC, ECArteriar, CLP, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, B cell, Erythroblasts, ECSinusoidal, Fibroblasts, Ery prog, Schwanncells, GMP, CMP, Myofibroblasts, Osteoblasts"
290,0.4888575496157124,2.0945060900623825e-31,receive APP send MIF,"Osteo, Neutrophils, Smoothmuscle, MSPCOsteo, Pericytes, Neutro prog, GranMono prog, MPP, lin, ECArteriar, ECArteriolar, Monocytes, MSPCAdipo, Mono prog, Chondrocytes, ECSinusoidal, Fibroblasts, Schwanncells, GMP, Myofibroblasts, Osteoblasts",HSC
404,0.5127815395486242,6.902556267684922e-35,send CCL send PARs,"Neutrophils, Monocytes","Mk prog, EryMk prog, Ery prog, MEP, Myofibroblasts, ECArteriolar, ECSinusoidal"
405,0.5414178866112386,1.9532466281631472e-39,receive CD34 send SELPLG,"EoBaso prog, Mono prog, Fibroblasts, GranMono prog, GMP, CMP, MPP, ECArteriar, ECArteriolar, LMPPs",HSC
406,0.6112945838728319,1.4025293787404575e-52,receive IL7 receive IL2,Neutro prog,MSPCAdipo
